url,response,exception
instagram.com/p/C8DVezWtVdQ,Error: dictionary update sequence element #0 has length 1; 2 is required
instagram.com/p/C780GpiMxyi,"{""reel_url"": ""https://www.instagram.com/p/C780GpiMxyi"", ""classification"": ""others""}"
instagram.com/p/C780Gp-MkUm,"{""reel_url"": ""https://www.instagram.com/p/C780Gp-MkUm"", ""classification"": ""others""}"
instagram.com/p/C780GN6Mo5f,"{""reel_url"": ""https://www.instagram.com/p/C780GN6Mo5f"", ""classification"": ""others""}"
instagram.com/p/C78wEsPMhxp,"{""reel_url"": ""https://www.instagram.com/p/C78wEsPMhxp"", ""classification"": ""others""}"
instagram.com/p/C78wEtvM3Lb,"{""reel_url"": ""https://www.instagram.com/p/C78wEtvM3Lb"", ""classification"": ""others""}"
instagram.com/p/C78wEtbs084,"{""reel_url"": ""https://www.instagram.com/p/C78wEtbs084"", ""classification"": ""others""}"
instagram.com/p/C78wEveMCQG,"{""reel_url"": ""https://www.instagram.com/p/C78wEveMCQG"", ""classification"": ""others""}"
instagram.com/p/C78wEyLM_pp,"{""reel_url"": ""https://www.instagram.com/p/C78wEyLM_pp"", ""classification"": ""others""}"
instagram.com/p/C78wErmM_1Z,"{""reel_url"": ""https://www.instagram.com/p/C78wErmM_1Z"", ""classification"": ""others""}"
instagram.com/p/C78wEwWsNC9,"{""reel_url"": ""https://www.instagram.com/p/C78wEwWsNC9"", ""classification"": ""others""}"
instagram.com/p/C78wEvWMsan,"{""reel_url"": ""https://www.instagram.com/p/C78wEvWMsan"", ""classification"": ""others""}"
instagram.com/p/C78wEsfskRF,"{""reel_url"": ""https://www.instagram.com/p/C78wEsfskRF"", ""classification"": ""others""}"
instagram.com/p/C78wDgkMs1C,"{""reel_url"": ""https://www.instagram.com/p/C78wDgkMs1C"", ""classification"": ""others""}"
instagram.com/p/C78vUP7OYol,"{""reel_url"": ""https://www.instagram.com/p/C78vUP7OYol"", ""fashion"": {""Kids Swimwear"": {""colors"": [""White"", ""Yellow""], ""patterns"": [""Ditsy""], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C78vNtyNvZc,"{""reel_url"": ""https://www.instagram.com/p/C78vNtyNvZc"", ""classification"": ""others""}"
instagram.com/p/C78vNspt0oQ,"{""reel_url"": ""https://www.instagram.com/p/C78vNspt0oQ"", ""classification"": ""others""}"
instagram.com/p/C78vMnbN6dS,"{""reel_url"": ""https://www.instagram.com/p/C78vMnbN6dS"", ""classification"": ""others""}"
instagram.com/p/C78uc8_M6Hn,"{""reel_url"": ""https://www.instagram.com/p/C78uc8_M6Hn"", ""classification"": ""others""}"
instagram.com/p/C78uc55M_jk,"{""reel_url"": ""https://www.instagram.com/p/C78uc55M_jk"", ""classification"": ""others""}"
instagram.com/p/C78uc7ks7zO,"{""reel_url"": ""https://www.instagram.com/p/C78uc7ks7zO"", ""classification"": ""others""}"
instagram.com/p/C78uc7dMwZP,"{""reel_url"": ""https://www.instagram.com/p/C78uc7dMwZP"", ""classification"": ""others""}"
instagram.com/p/C78uc6YMmSp,"{""reel_url"": ""https://www.instagram.com/p/C78uc6YMmSp"", ""classification"": ""others""}"
instagram.com/p/C78uc8CsA36,"{""reel_url"": ""https://www.instagram.com/p/C78uc8CsA36"", ""classification"": ""others""}"
instagram.com/p/C78uc7hM6ku,"{""reel_url"": ""https://www.instagram.com/p/C78uc7hM6ku"", ""classification"": ""others""}"
instagram.com/p/C78uc7yMfg5,"{""reel_url"": ""https://www.instagram.com/p/C78uc7yMfg5"", ""classification"": ""others""}"
instagram.com/p/C78uc6Os0TS,"{""reel_url"": ""https://www.instagram.com/p/C78uc6Os0TS"", ""classification"": ""others""}"
instagram.com/p/C78ubppM9kG,"{""reel_url"": ""https://www.instagram.com/p/C78ubppM9kG"", ""classification"": ""others""}"
instagram.com/p/C78tow6o_9B,"{""reel_url"": ""https://www.instagram.com/p/C78tow6o_9B"", ""fashion"": {""Kids T-shirts"": {""colors"": [""Red"", ""Yellow""], ""patterns"": [], ""brands"": [""H&M""]}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C78toIAIS5h,"{""reel_url"": ""https://www.instagram.com/p/C78toIAIS5h"", ""classification"": ""others""}"
instagram.com/p/C78tXLrorSr,"{""reel_url"": ""https://www.instagram.com/p/C78tXLrorSr"", ""fashion"": {""Kids T-shirts"": {""colors"": [""White"", ""Pink"", ""Green"", ""Blue""], ""patterns"": [], ""brands"": []}, ""Kids Leggings"": {""colors"": [""Beige""], ""patterns"": [], ""brands"": []}, ""Kids Bibs"": {""colors"": [""Pink""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C78sKcpNDWp,"{""reel_url"": ""https://www.instagram.com/p/C78sKcpNDWp"", ""classification"": ""others""}"
instagram.com/p/C78sKbyNAh-,"{""reel_url"": ""https://www.instagram.com/p/C78sKbyNAh-"", ""classification"": ""others""}"
instagram.com/p/C78sJVlt8g2,"{""reel_url"": ""https://www.instagram.com/p/C78sJVlt8g2"", ""classification"": ""others""}"
instagram.com/p/C78r78Zt3aS,"{""reel_url"": ""https://www.instagram.com/p/C78r78Zt3aS"", ""fashion"": {""Kids Tops"": {""colors"": [""White""], ""patterns"": [], ""brands"": []}, ""Kids Skirts"": {""colors"": [""Blue""], ""patterns"": [""Polka""], ""brands"": []}, ""Kids Shoes"": {""colors"": [""White"", ""Red""], ""patterns"": [], ""brands"": []}, ""Kids Socks"": {""colors"": [""White""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C78o-mdtpNT,"{""reel_url"": ""https://www.instagram.com/p/C78o-mdtpNT"", ""fashion"": {""Kids T-shirts"": {""colors"": [""Beige"", ""White""], ""patterns"": [""Striped""], ""brands"": [""H&M""]}, ""Kids Trousers"": {""colors"": [""Beige""], ""patterns"": [], ""brands"": [""H&M""]}, ""Kids Shoes"": {""colors"": [""Beige""], ""patterns"": [], ""brands"": [""H&M""]}, ""Kids Caps"": {""colors"": [""Black""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C7x41DTv0WN,"{""reel_url"": ""https://www.instagram.com/p/C7x41DTv0WN"", ""fashion"": {""Kids Bibs"": {""colors"": [""White"", ""Beige"", ""Brown""], ""patterns"": [""Floral"", ""Polka""], ""brands"": []}, ""Kids Dresses"": {""colors"": [""White"", ""Beige""], ""patterns"": [""Floral""], ""brands"": []}, ""Kids Tops"": {""colors"": [""White"", ""Beige""], ""patterns"": [], ""brands"": []}, ""Kids Tights"": {""colors"": [""Beige""], ""patterns"": [], ""brands"": []}, ""Kids Socks"": {""colors"": [""White"", ""Beige""], ""patterns"": [""Polka""], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C78gPNVssvi,"{""reel_url"": ""https://www.instagram.com/p/C78gPNVssvi"", ""fashion"": {""Kids T-shirts"": {""colors"": [""White""], ""patterns"": [], ""brands"": []}, ""Kids Jeans"": {""colors"": [""Blue""], ""patterns"": [], ""brands"": []}, ""Kids Dungarees"": {""colors"": [""Blue""], ""patterns"": [""Polka""], ""brands"": []}, ""Kids Trousers"": {""colors"": [""Blue""], ""patterns"": [], ""brands"": []}, ""Kids Dresses"": {""colors"": [""Blue""], ""patterns"": [""Polka""], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C78euzXupa9,"{""reel_url"": ""https://www.instagram.com/p/C78euzXupa9"", ""fashion"": {""Kids Dresses"": {""colors"": [""White"", ""Black""], ""patterns"": [""Ditsy""], ""brands"": [""H&M""]}, ""Kids Socks"": {""colors"": [""White"", ""Pink""], ""patterns"": [], ""brands"": [""Mayoral""]}, ""Kids Shoes"": {""colors"": [""White""], ""patterns"": [], ""brands"": [""Mayoral""]}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C78dGA1S-th,"{""reel_url"": ""https://www.instagram.com/p/C78dGA1S-th"", ""fashion"": {""Kids T-shirts"": {""colors"": [""Blue""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C78a7DKgQxl,"{""reel_url"": ""https://www.instagram.com/p/C78a7DKgQxl"", ""fashion"": {""Kids Formal Shirts"": {""colors"": [""White""], ""patterns"": [], ""brands"": []}, ""Kids Blazers"": {""colors"": [""Black""], ""patterns"": [], ""brands"": []}, ""Kids Trousers"": {""colors"": [""Black""], ""patterns"": [], ""brands"": []}, ""Kids Formal Shoes"": {""colors"": [""Black""], ""patterns"": [], ""brands"": []}, ""Kids Belts"": {""colors"": [""Black"", ""Gold""], ""patterns"": [], ""brands"": []}}, ""comment"": ""\nPlease note that the analysis above is based on the visible clothing items of the child in the image. No specific brands are identifiable from this image, and no distinct patterns are present on the clothing items that match the specified enum values. The colors listed are the predominant ones visible for each item."", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C78TerCIFh-,"{""reel_url"": ""https://www.instagram.com/p/C78TerCIFh-"", ""classification"": ""others""}"
instagram.com/p/C78HTsQIxJC,"{""reel_url"": ""https://www.instagram.com/p/C78HTsQIxJC"", ""fashion"": {""Kids Dresses"": {""colors"": [""White"", ""Black""], ""patterns"": [""Floral""], ""brands"": []}, ""Kids Headbands"": {""colors"": [""Beige""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C73YsFKJ7Gi,"{""reel_url"": ""https://www.instagram.com/p/C73YsFKJ7Gi"", ""fashion"": {""Kids Dresses"": {""colors"": [""Beige""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C78CzZuJvRt,"{""reel_url"": ""https://www.instagram.com/p/C78CzZuJvRt"", ""fashion"": {""Kids Dresses"": {""colors"": [""Black"", ""White""], ""patterns"": [""Floral"", ""Checkered""], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C78CcuMNrwg,"{""reel_url"": ""https://www.instagram.com/p/C78CcuMNrwg"", ""fashion"": {""Kids Dresses"": {""colors"": [""Blue""], ""patterns"": [], ""brands"": [""H&M""]}, ""Teen Necklaces"": {""colors"": [""Silver""], ""patterns"": [], ""brands"": []}, ""Teen Bracelets"": {""colors"": [""Silver"", ""Red""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C773Nw7SBgn,"{""reel_url"": ""https://www.instagram.com/p/C773Nw7SBgn"", ""fashion"": {""Kids Dresses"": {""colors"": [""White""], ""patterns"": [], ""brands"": []}, ""Kids Toys"": {""colors"": [""Beige"", ""White"", ""Green"", ""Orange""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C77qWeRh3in,"{""reel_url"": ""https://www.instagram.com/p/C77qWeRh3in"", ""fashion"": {""Kids Dresses"": {""colors"": [""Blue"", ""White""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C77fOiCCFNn,"{""reel_url"": ""https://www.instagram.com/p/C77fOiCCFNn"", ""fashion"": {""Kids Shoes"": {""colors"": [""Pink"", ""White""], ""patterns"": [], ""brands"": [""Adidas""]}, ""Kids T-shirts"": {""colors"": [""Pink""], ""patterns"": [], ""brands"": []}, ""Kids Shorts"": {""colors"": [""Pink"", ""Yellow"", ""Blue"", ""White""], ""patterns"": [""Floral""], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C77PrZ1MXsX,"{""reel_url"": ""https://www.instagram.com/p/C77PrZ1MXsX"", ""brands"": [""H&M"", ""Marks and Spencer""], ""verticals"": {""fashion"": {""Kids Dresses"": {""colors"": [""Pink"", ""Green"", ""Red""], ""patterns"": [""Floral""], ""brands"": [""H&M""]}, ""Kids Shoes"": {""colors"": [""Blue""], ""patterns"": [], ""brands"": []}}}, ""comment"": """", ""category_mix"": {""fashion"": [""Clothing""]}, ""classification"": ""kids_clothes""}"
instagram.com/p/C77NzDlyD0P,"{""reel_url"": ""https://www.instagram.com/p/C77NzDlyD0P"", ""fashion"": {""Kids Dresses"": {""colors"": [""Black"", ""Red""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C77IAd-SS-A,"{""reel_url"": ""https://www.instagram.com/p/C77IAd-SS-A"", ""brands"": [""H&M"", ""BLACKPINK""], ""verticals"": {""fashion"": {""Kids T-shirts"": {""colors"": [""Charcoal"", ""Pink"", ""White""], ""patterns"": [], ""brands"": [""H&M""]}}}, ""comment"": """", ""category_mix"": {""fashion"": [""Clothing""]}, ""classification"": ""kids_clothes""}"
instagram.com/p/C77H9PkMwq4,"{""reel_url"": ""https://www.instagram.com/p/C77H9PkMwq4"", ""fashion"": {""Teen T-shirts"": {""colors"": [""Olive"", ""Black""], ""patterns"": [""Camouflage""], ""brands"": []}, ""Teen Shorts"": {""colors"": [""Black""], ""patterns"": [], ""brands"": []}, ""Teen Hoodies"": {""colors"": [""Black""], ""patterns"": [], ""brands"": []}, ""Teen Socks"": {""colors"": [""White""], ""patterns"": [], ""brands"": []}, ""Teen Sneakers"": {""colors"": [""White""], ""patterns"": [], ""brands"": []}, ""Teen Backpacks"": {""colors"": [""Blue"", ""White""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C77ETahMQKQ,"{""reel_url"": ""https://www.instagram.com/p/C77ETahMQKQ"", ""fashion"": {""Kids T-shirts"": {""colors"": [""White"", ""Black""], ""patterns"": [], ""brands"": [""HM""]}, ""Kids Bibs"": {""colors"": [""White"", ""Black""], ""patterns"": [], ""brands"": []}, ""Kids Trousers"": {""colors"": [""White"", ""Black""], ""patterns"": [""Ditsy""], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C7689QFI9y2,"{""reel_url"": ""https://www.instagram.com/p/C7689QFI9y2"", ""fashion"": {""Kids Dresses"": {""colors"": [""Blue""], ""patterns"": [], ""brands"": [""H&M""]}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C76z5tcC7MK,"{""reel_url"": ""https://www.instagram.com/p/C76z5tcC7MK"", ""fashion"": {""Kids Dresses"": {""colors"": [""Beige"", ""White""], ""patterns"": [""Checkered""], ""brands"": []}, ""Kids Caps"": {""colors"": [""Beige""], ""patterns"": [], ""brands"": []}, ""Kids Shoes"": {""colors"": [""Brown""], ""patterns"": [], ""brands"": []}}, ""comment"": ""\n"", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C76ylaAvpoD,"{""reel_url"": ""https://www.instagram.com/p/C76ylaAvpoD"", ""fashion"": {""Kids Tops"": {""colors"": [""Beige""], ""patterns"": [], ""brands"": [""studioboheme_paris""]}, ""Kids Trousers"": {""colors"": [""Brown""], ""patterns"": [""Striped""], ""brands"": [""hm_kids""]}, ""Kids Boots"": {""colors"": [""Brown"", ""Pink""], ""patterns"": [], ""brands"": []}, ""Kids Beanies"": {""colors"": [""Beige"", ""Brown""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C76xTJMsan7,"{""reel_url"": ""https://www.instagram.com/p/C76xTJMsan7"", ""fashion"": {""Kids Pyjamas"": {""colors"": [""White""], ""patterns"": [""Ditsy""], ""brands"": [""Miffy""]}, ""Kids Bibs"": {""brands"": [""littlebaby_em""]}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C76wOpvIZGa,"{""reel_url"": ""https://www.instagram.com/p/C76wOpvIZGa"", ""fashion"": {""Kids T-shirts"": {""colors"": [""Brown""], ""patterns"": [], ""brands"": []}, ""Kids Joggers"": {""colors"": [""Brown""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C76vVagKMmL,"{""reel_url"": ""https://www.instagram.com/p/C76vVagKMmL"", ""fashion"": {""Kids Dresses"": {""colors"": [""White"", ""Red"", ""Green""], ""patterns"": [""Floral""], ""brands"": []}, ""Kids Headbands"": {""colors"": [""Red""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C76uJ2YsOAF,"{""reel_url"": ""https://www.instagram.com/p/C76uJ2YsOAF"", ""fashion"": {""Kids Dresses"": {""colors"": [""Pink""], ""patterns"": [], ""brands"": []}, ""Kids Shoes"": {""colors"": [""White"", ""Pink""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C76EPJEMdY4,"{""reel_url"": ""https://www.instagram.com/p/C76EPJEMdY4"", ""fashion"": {""Kids Sweatshirts"": {""colors"": [""Gray""], ""patterns"": [], ""brands"": []}, ""Kids Trousers"": {""colors"": [""Gray""], ""patterns"": [], ""brands"": []}, ""Kids Socks"": {""colors"": [""White""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C76DYVsscQA,"{""reel_url"": ""https://www.instagram.com/p/C76DYVsscQA"", ""fashion"": {""Kids Pyjamas"": {""colors"": [""White""], ""patterns"": [], ""brands"": []}, ""Kids Bibs"": {""colors"": [], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C76oS42Ih7r,"{""reel_url"": ""https://www.instagram.com/p/C76oS42Ih7r"", ""fashion"": {""Kids Onesies"": {""colors"": [""White"", ""Gold""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C76nem3svxX,"{""reel_url"": ""https://www.instagram.com/p/C76nem3svxX"", ""classification"": ""others""}"
instagram.com/p/C76nemeMlE9,"{""reel_url"": ""https://www.instagram.com/p/C76nemeMlE9"", ""classification"": ""others""}"
instagram.com/p/C76nelNsRXb,"{""reel_url"": ""https://www.instagram.com/p/C76nelNsRXb"", ""classification"": ""others""}"
instagram.com/p/C76nelJsiSx,"{""reel_url"": ""https://www.instagram.com/p/C76nelJsiSx"", ""classification"": ""others""}"
instagram.com/p/C76nePDsuzD,"{""reel_url"": ""https://www.instagram.com/p/C76nePDsuzD"", ""classification"": ""others""}"
instagram.com/p/C76cKeJMfdt,"{""reel_url"": ""https://www.instagram.com/p/C76cKeJMfdt"", ""fashion"": {""Kids T-shirts"": {""colors"": [""Beige"", ""Red""], ""patterns"": [], ""brands"": []}, ""Kids Shorts"": {""colors"": [""Beige""], ""patterns"": [], ""brands"": []}, ""Kids Socks"": {""colors"": [""White""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
